year,month,dayofweek,day,freight_value,competition_price,stock,black_friday,carnival,christmas,friday,mothers_day,new_year,others,valentines,base_cost,baseline_prices,baseline_orders,baseline_rewards,rl_prices,rl_orders,rl_actions,rl_rewards,group,type,price_range
2017,10,5,21,29.272740801149453,930.5774498746871,2361.0,0,0,0,0,0,0,0,0,744.4619598997497,930.5774498746871,0.4046649181736939,87.16006078258188,837.5197048872184,1.7703362714996729,3,216.56609610176596,electronics,cellphones,C
2017,10,6,22,29.25441623121441,934.343828828829,2356.0,0,0,0,0,0,0,0,0,747.4750630630633,934.343828828829,0.2206518998618776,47.68799071182802,915.6569522522526,0.49489164237002115,7,97.70957745297272,electronics,cellphones,C
2017,10,0,23,29.272740801149453,930.9112946428572,2351.0,0,0,0,0,0,0,0,0,744.7290357142858,930.9112946428572,1.3377596986829303,288.2270155181622,949.5295205357144,1.0645274410667298,9,249.17737189423823,electronics,cellphones,C
2017,10,1,24,29.272740801149453,930.9112946428572,2351.0,0,0,0,0,0,0,0,0,744.7290357142858,930.9112946428572,1.0665256198817588,229.7882771433647,819.2019392857145,2.705919165580781,2,280.727327453287,electronics,cellphones,C
2017,10,2,25,29.272740801149453,930.2474778761062,2401.0,0,0,0,0,0,0,0,0,744.1979823008851,930.2474778761062,0.8077235757723429,173.9208467092197,837.2227300884957,2.172910677834807,3,265.7415188268972,electronics,cellphones,C
2017,10,3,26,27.82065179473492,931.714557522124,2425.0,0,0,0,0,0,0,0,0,745.3716460176993,931.714557522124,0.958118556795398,205.19408418635066,838.5431017699117,2.3254586754023876,3,281.3621461502673,electronics,cellphones,C
2017,10,4,27,27.351861472154283,936.0174568965518,2423.0,0,0,0,0,0,0,0,0,748.8139655172415,936.0174568965518,0.9043042731618698,194.02332241333218,842.4157112068967,2.2779591229209473,3,275.52737288444035,electronics,cellphones,C
2017,10,5,28,27.351861472154283,936.0174568965518,2423.0,0,0,0,0,0,0,0,0,748.8139655172415,936.0174568965518,0.6330701943606982,135.82859893080487,917.2971077586209,0.9078011643123318,7,177.77924438425566,electronics,cellphones,C
2017,10,6,29,27.351861472154283,936.0174568965518,2423.0,0,0,0,0,0,0,0,0,748.8139655172415,936.0174568965518,0.36183611555952666,77.63387544827756,917.2971077586209,0.6365670855111603,7,124.66211755499135,electronics,cellphones,C
2017,10,0,30,27.406006426149453,938.744698275862,2435.0,0,0,0,0,0,0,0,0,750.9957586206897,938.744698275862,1.6184135716830497,348.20968475274594,826.0953344827587,3.2716022355966743,2,335.3574921752746,electronics,cellphones,C
2017,10,1,31,27.534678301149448,938.744698275862,2434.0,0,0,0,0,0,0,0,0,750.9957586206897,938.744698275862,1.313378744781403,282.748927923473,844.8702284482758,2.6910359647094992,3,326.7163840591706,electronics,cellphones,C
2017,11,2,1,27.937115801149453,938.744698275862,433.0,0,0,0,0,0,0,0,0,750.9957586206897,938.744698275862,1.9934343614195313,429.9559942256705,919.9698043103449,2.2689658054050597,7,446.78469212522947,electronics,cellphones,C
2017,11,3,2,27.534678301149448,938.744698275862,433.0,0,0,0,0,0,0,0,0,750.9957586206897,938.744698275862,1.8261990749838333,393.15074397100784,919.9698043103449,2.1017305189693616,7,413.008382455201,electronics,cellphones,C
2017,11,4,3,27.534678301149448,942.0410919540233,429.0,0,0,0,0,0,0,0,0,753.6328735632187,942.0410919540233,1.6273641634315936,351.41773142409687,923.200270114943,1.9038631336379694,7,375.2553738759379,electronics,cellphones,C
2017,11,5,4,27.534678301149448,942.0410919540233,429.0,0,0,0,0,0,0,0,0,753.6328735632187,942.0410919540233,1.356130084630422,292.8466587661981,923.200270114943,1.6326290548367979,7,321.7945741734191,electronics,cellphones,C
2017,11,6,5,27.32586580114945,942.0410919540233,429.0,0,0,0,0,0,0,0,0,753.6328735632187,942.0410919540233,1.1388577957486632,245.69044359070529,923.200270114943,1.415356765955039,7,278.67421104210047,electronics,cellphones,C
2017,11,0,6,27.534678301149448,942.6424057971016,555.0,0,0,0,0,0,0,0,0,754.1139246376813,942.6424057971016,2.369951931518699,512.05930209361,961.4952539130436,2.0932764693739045,9,491.744150939174,electronics,cellphones,C
2017,11,1,7,27.46028719895635,946.0867100832892,524.0,0,0,0,0,0,0,0,0,756.8693680666314,946.0867100832892,2.1788634008280496,472.11095607609224,832.5563048732946,3.844981810936588,2,396.59920015020913,electronics,cellphones,C
2017,11,2,8,27.46028719895635,946.0867100832892,524.0,0,0,0,0,0,0,0,0,756.8693680666314,946.0867100832892,1.9076293220264233,413.3405989188748,794.712836469963,4.129120535504171,0,269.64707830295293,electronics,cellphones,C
2017,11,3,9,27.776028223988966,945.8945647782173,527.0,0,0,0,0,0,0,0,0,756.7156518225738,945.8945647782173,1.5520998391925787,336.73572931694287,851.3051083003955,2.940249864274847,3,359.78509978642484,electronics,cellphones,C
2017,11,4,10,27.454653223988966,944.1482890306577,522.0,0,0,0,0,0,0,0,0,755.3186312245261,944.1482890306577,1.3216536140662356,285.8529413387846,925.2653232500446,1.598771068780934,7,315.5995597233492,electronics,cellphones,C
2017,11,5,11,27.5269607768722,941.2503012887497,537.0,0,0,0,0,0,0,0,0,753.0002410309999,941.2503012887497,0.9743900253265565,210.2509769908143,922.4252952629749,1.250656890154005,7,246.31939460052988,electronics,cellphones,C
2017,11,6,12,27.5269607768722,941.2503012887497,537.0,0,0,0,0,0,0,0,0,753.0002410309999,941.2503012887497,0.7031559465249302,151.72489546392944,922.4252952629749,0.9794228113523786,7,192.8992962414811,electronics,cellphones,C
2017,11,0,13,27.587945346604,940.302257834758,541.0,0,0,0,0,0,0,0,0,752.2418062678065,940.302257834758,1.8704037227362278,403.3495643892139,827.4659868945872,3.5263353473401367,2,362.5500339551334,electronics,cellphones,C
2017,11,1,14,27.375928301149454,940.7964672364676,530.0,0,0,0,0,0,0,0,0,752.6371737891741,940.7964672364676,1.6591033902195704,357.5952171145686,790.2690324786328,3.868172668290754,0,251.46134486313753,electronics,cellphones,C
2017,11,2,15,27.587945346604,940.7964672364676,534.0,0,0,0,0,0,0,0,0,752.6371737891741,940.7964672364676,1.335275701530918,288.08204563388,846.7168205128208,2.7159440003251802,3,330.442366717209,electronics,cellphones,C
2017,11,3,16,27.375928301149454,940.7964672364676,534.0,0,0,0,0,0,0,0,0,752.6371737891741,940.7964672364676,1.1188315384015368,241.1476037285268,921.9805378917383,1.3949651981602074,7,274.4165667098822,electronics,cellphones,C
2017,11,4,17,27.375928301149454,940.7964672364676,534.0,0,0,0,0,0,0,0,0,752.6371737891741,940.7964672364676,0.8475974596003653,182.68710640838165,921.9805378917383,1.1237311193590358,7,221.05959065234262,electronics,cellphones,C
2017,11,5,18,27.375928301149454,940.7964672364676,534.0,0,0,0,0,0,0,0,0,752.6371737891741,940.7964672364676,0.5763633807991937,124.22660908823647,921.9805378917383,0.8524970405578642,7,167.70261459480304,electronics,cellphones,C
2017,11,6,19,27.375928301149454,940.7964672364676,534.0,0,0,0,0,0,0,0,0,752.6371737891741,940.7964672364676,0.30512930199802213,65.76611176809132,921.9805378917383,0.5812629617566927,7,114.34563853726345,electronics,cellphones,C
2017,11,0,20,27.375928301149454,940.7964672364676,531.0,0,0,0,0,0,0,0,0,752.6371737891741,940.7964672364676,1.5057469833623145,324.5415099560455,921.9805378917383,1.781880643120985,7,350.5302992626344,electronics,cellphones,C
2017,11,1,21,27.308353301149452,940.0286960333116,529.0,1,0,0,0,0,0,0,0,752.0229568266493,940.0286960333116,15.392426922527648,3314.2064343168486,958.8292699539778,15.116518611693664,9,3538.99871233654,electronics,cellphones,C
2017,11,2,22,27.34372830114945,939.7001490247644,523.0,1,0,0,0,0,0,0,0,751.7601192198116,939.7001490247644,15.101321871151413,3251.0693247913523,958.4941520052597,14.825509992320349,9,3470.322185969327,electronics,cellphones,C
2017,11,3,23,27.613043521226093,940.5123255295433,430.0,1,0,0,0,0,0,0,0,752.4098604236347,940.5123255295433,14.727805727930445,3177.016103562145,959.3225720401341,14.45175546675182,9,3389.308863905724,electronics,cellphones,C
2017,11,4,24,27.426179718122018,934.6225641025644,438.0,1,0,0,0,0,0,0,0,747.6980512820516,934.6225641025644,14.375972141736838,3081.4995844974137,953.3150153846157,14.101650587493168,9,3286.292985970234,electronics,cellphones,C
2017,11,5,25,27.45745391167041,934.4501503094608,72.0,1,0,0,0,0,0,0,0,747.5601202475686,934.4501503094608,13.89179251319274,2977.670773085638,953.13915331565,13.617521564211074,9,3173.379386694763,electronics,cellphones,C
2017,11,6,26,27.45745391167041,934.4501503094608,72.0,1,0,0,0,0,0,0,0,747.5601202475686,934.4501503094608,13.620558434391569,2919.5324307267197,953.13915331565,13.346287485409903,9,3110.171949821749,electronics,cellphones,C
2017,11,0,27,27.45745391167041,936.1021043324497,66.0,1,0,0,0,0,0,0,0,748.8816834659598,936.1021043324497,14.856911645822493,3189.450217892073,954.8241464190986,14.582155830958072,9,3403.473958655308,electronics,cellphones,C
2017,11,1,28,27.437295976930706,938.481048850575,84.0,0,0,0,0,0,0,0,0,750.7848390804601,938.481048850575,0.4956808276838274,106.63755419121902,919.7114278735637,0.7711348877896853,7,151.42304224808714,electronics,cellphones,C
2017,11,2,29,27.437295976930706,938.2170402298854,84.0,0,0,0,0,0,0,0,0,750.5736321839083,938.2170402298854,0.21847238724149065,46.98919485746514,919.4526994252877,0.49384895803996187,7,96.95063142155715,electronics,cellphones,C
2017,11,3,30,27.35954327240537,941.0212711864407,79.0,0,0,0,0,0,0,0,0,752.8170169491526,941.0212711864407,0.02804406945779192,6.045286109947237,922.200845762712,0.3042437115404937,7,59.85793374442628,electronics,cellphones,C
2017,12,4,1,26.83013150769949,944.2622316384184,79.0,0,0,0,0,0,0,0,0,755.4097853107347,944.2622316384184,2.0602190390873147,444.3533532558879,925.3769870056501,2.337369937155927,7,459.98817034024984,electronics,cellphones,C
2017,12,5,2,26.83013150769949,944.2622316384184,79.0,0,0,0,0,0,0,0,0,755.4097853107347,944.2622316384184,1.7889849602861432,385.8528879432458,925.3769870056501,2.0661358583547553,7,406.61002695851136,electronics,cellphones,C
2017,12,6,3,26.83013150769949,944.2622316384184,79.0,0,0,0,0,0,0,0,0,755.4097853107347,944.2622316384184,1.5177508814845169,327.3524226305056,925.3769870056501,1.794901779553129,7,353.2318835766834,electronics,cellphones,C
2017,12,0,4,26.83013150769949,944.2622316384184,79.0,0,0,0,0,0,0,0,0,755.4097853107347,944.2622316384184,2.720015792187496,586.6600178119509,963.1474762711867,2.442864894118884,9,573.0174987973583,electronics,cellphones,C
2017,12,1,5,26.83013150769949,940.9154901960788,2078.0,0,0,0,0,0,0,0,0,752.7323921568632,940.9154901960788,3.4706507154628525,746.2358189609798,959.7338000000004,3.194482121213241,9,746.9706718320183,electronics,cellphones,C
2017,12,2,6,27.970602095934783,934.401550671551,73.0,0,0,0,0,0,0,0,0,747.5212405372408,934.401550671551,1.656388754938689,355.876635006497,915.71351965812,1.9306454394150023,7,378.72097200374867,electronics,cellphones,C
