year,month,dayofweek,day,freight_value,competition_price,stock,black_friday,carnival,christmas,friday,mothers_day,new_year,others,valentines,base_cost
2019,4,6,14,31.36152405237368,1043.6116939950573,1197.0,0,0,0,0,0,0,0,0,769.6439700901411
2019,4,0,15,31.025137381759162,1041.8817138741645,1073.0,0,0,0,0,0,0,0,0,768.0122229949181
2019,4,1,16,30.84792163977528,1032.4863221771443,1052.0,0,0,0,0,0,0,0,0,763.9029897892356
2019,4,2,17,31.125041064301204,1032.2317305181275,1051.0,0,0,0,0,0,0,0,0,764.6633836509837
2019,4,3,18,30.888447330689637,1029.6937088379111,1062.0,0,0,0,0,0,0,0,0,764.7307403851862
2019,4,4,19,31.154869624077424,1030.872814528968,1061.0,0,0,0,0,0,0,0,0,763.9357130502807
2019,4,5,20,31.49157147153932,1029.9359417423618,1057.0,0,0,0,0,0,0,0,0,763.6752122705259
2019,4,6,21,31.318896133994,1031.7210530113523,1072.0,0,0,0,0,0,0,0,0,764.8127484613017
2019,4,0,22,30.94094246809876,1033.8948741495642,479.0,0,0,0,0,0,0,0,0,764.9914992069271
2019,4,1,23,30.952831184123895,1035.3012944147058,477.0,0,0,0,0,0,0,0,0,765.7718988046827
2019,4,2,24,30.64759961325358,1032.2523330505521,485.0,0,0,0,0,0,0,0,0,765.3610243547466
2019,4,3,25,30.26256102349959,1022.5441674234658,349.0,0,0,0,0,0,0,0,0,761.9532604071313
2019,4,4,26,30.226219595029736,1020.2996646924838,388.0,0,0,0,0,0,0,0,0,760.5195339349892
2019,4,5,27,30.375129261898948,1020.2996646924838,387.0,0,0,0,0,0,0,0,0,760.8349640634437
2019,4,6,28,30.131662942596137,1018.9834063472673,377.0,0,0,0,0,0,0,0,0,762.7806484755401
2019,4,0,29,30.36983737901976,1018.8178721253847,376.0,0,0,0,0,0,0,0,0,761.8186277344832
2019,4,1,30,30.358645676748644,1016.2846291154317,374.0,0,0,0,0,0,0,0,0,762.1071202197443
2019,5,2,1,30.087257909205984,1014.7351826757672,411.0,0,0,0,0,0,0,0,0,762.0454198189594
2019,5,3,2,30.06186926762343,1014.8206069815327,405.0,0,0,0,0,0,0,0,0,761.7788555455883
2019,5,4,3,30.150478994506244,1015.2861216256648,421.0,0,0,0,0,0,0,0,0,762.6550447500948
2019,5,5,4,30.063038203638357,1015.1388441781006,422.0,0,0,0,0,0,0,0,0,762.4987059967071
2019,5,6,5,30.022447685362497,1015.2922497788232,421.0,0,0,0,0,1,0,0,0,762.3200658624964
2019,5,0,6,30.178739811025487,1013.8375630773132,461.0,0,0,0,0,1,0,0,0,763.1581573236836
2019,5,1,7,30.05780003163557,1014.3605579226293,496.0,0,0,0,0,1,0,0,0,764.7190552768627
2019,5,2,8,30.507981553935558,1016.4839556076806,506.0,0,0,0,0,1,0,0,0,764.9332553825169
2019,5,3,9,30.44177242036796,1015.3595909492692,482.0,0,0,0,0,1,0,0,0,763.85206314448
2019,5,4,10,30.272964459173785,1016.4010576159358,2003.0,0,0,0,0,1,0,0,0,764.7101754519152
