ds,year,month,dayofweek,day,price_category,offer,olist_price,freight_value,competition_price,stock,black_friday,carnival,christmas,friday,mothers_day,new_year,others,valentines,y
2017-08-03,2017,8,3,3,C,938.9569565217392,938.9569565217392,27.269423647384176,938.9569565217392,145.0,0,0,0,0,0,0,0,0,0.0
2017-08-03,2017,8,3,3,D,3216.230555555556,3216.230555555556,27.880000000000006,3216.230555555556,123.0,0,0,0,0,0,0,0,0,0.0
2017-08-04,2017,8,4,4,A,186.5603846153845,186.5603846153845,19.767468560372667,186.5603846153845,11451.0,0,0,0,0,0,0,0,0,5.0
2017-08-04,2017,8,4,4,B,533.8638461538462,533.8638461538462,23.710091580550735,533.8638461538462,1303.0,0,0,0,0,0,0,0,0,2.0
2017-08-04,2017,8,4,4,C,938.9569565217392,938.9569565217392,27.269423647384176,938.9569565217392,158.0,0,0,0,0,0,0,0,0,0.0
2017-08-04,2017,8,4,4,D,3216.230555555556,3216.230555555556,27.880000000000006,3216.230555555556,123.0,0,0,0,0,0,0,0,0,0.0
2017-08-05,2017,8,5,5,A,184.18072727272718,184.18072727272718,19.985531726364414,184.18072727272718,11984.0,0,0,0,0,0,0,0,0,4.0
2017-08-05,2017,8,5,5,B,532.3253846153847,531.4920512820513,23.334802620492077,531.4920512820513,1282.0,0,0,0,0,0,0,0,0,5.0
2017-08-05,2017,8,5,5,C,938.9569565217392,938.9569565217392,27.269423647384176,938.9569565217392,158.0,0,0,0,0,0,0,0,0,0.0
2017-08-05,2017,8,5,5,D,3216.230555555556,3216.230555555556,27.880000000000006,3216.230555555556,128.0,0,0,0,0,0,0,0,0,0.0
2017-08-06,2017,8,6,6,A,184.18072727272718,184.18072727272718,20.004606634892347,184.18072727272718,11977.0,0,0,0,0,0,0,0,0,9.0
2017-08-06,2017,8,6,6,B,532.3894871794872,531.556153846154,23.298076430015886,531.556153846154,1421.0,0,0,0,0,0,0,0,0,6.0
2017-08-06,2017,8,6,6,C,938.9569565217392,938.9569565217392,27.269423647384176,938.9569565217392,158.0,0,0,0,0,0,0,0,0,0.0
